Co_100_1_NT_0.txt;4.90216;4459;576;378;422
Co_100_1_NT_1.txt;4.90116;4535;597;323;383
Co_100_1_NT_2.txt;4.90387;4280;601;441;260
Co_100_1_NT_3.txt;4.90161;4106;602;284;394
Co_100_1_NT_4.txt;4.90107;5276;912;356;408
Co_100_1_NT_5.txt;4.90507;3818;522;287;318
Co_100_1_NT_6.txt;4.90654;4466;836;339;322
Co_100_1_NT_7.txt;4.90074;4839;602;320;411
Co_100_1_NT_8.txt;4.90517;4800;553;341;479
Co_100_1_NT_9.txt;4.90056;6504;908;547;421
Co_100_1_T_0.txt;4.90544;4284;457;338;489
Co_100_1_T_1.txt;4.90259;4840;440;336;429
Co_100_1_T_2.txt;4.90153;4664;400;451;319
Co_100_1_T_3.txt;4.90486;4727;591;421;307
Co_100_1_T_4.txt;4.89907;5354;659;337;506
Co_100_1_T_5.txt;4.89877;3947;504;312;307
Co_100_1_T_6.txt;4.90204;4791;717;327;370
Co_100_1_T_7.txt;4.90009;5249;619;373;371
Co_100_1_T_8.txt;4.90145;5024;433;305;542
Co_100_1_T_9.txt;4.90164;6800;1022;425;463
Co_100_20_NT_0.txt;4.90454;3625;2189;226;120
Co_100_20_NT_1.txt;4.896;3203;2721;72;99
Co_100_20_NT_2.txt;4.90653;2196;1590;105;132
Co_100_20_NT_3.txt;4.91136;2183;1418;110;150
Co_100_20_NT_4.txt;4.9051;2169;1610;210;46
Co_100_20_NT_5.txt;4.91172;2614;2121;141;52
Co_100_20_NT_6.txt;4.9116;2015;1359;124;117
Co_100_20_NT_7.txt;4.91094;2481;1841;140;114
Co_100_20_NT_8.txt;4.89878;3027;2502;135;85
Co_100_20_NT_9.txt;4.9065;2551;2271;3;91
Co_100_20_T_0.txt;4.91345;3662;2096;193;173
Co_100_20_T_1.txt;4.89863;3164;2737;118;63
Co_100_20_T_2.txt;4.91889;2207;1515;147;129
Co_100_20_T_3.txt;4.89456;2195;1395;162;123
Co_100_20_T_4.txt;4.89417;2174;1622;144;86
Co_100_20_T_5.txt;4.91414;2610;2127;120;64
Co_100_20_T_6.txt;4.90648;2005;1371;133;107
Co_100_20_T_7.txt;4.91078;2486;1802;149;121
Co_100_20_T_8.txt;4.90184;3032;2207;230;120
Co_100_20_T_9.txt;4.91;2552;2299;25;67
Co_300_20_NT_0.txt;4.90343;7371;5794;238;236
Co_300_20_NT_1.txt;4.90351;7039;5491;272;265
Co_300_20_NT_10.txt;4.89703;8101;6649;273;245
Co_300_20_NT_11.txt;5.01841;7646;6201;304;236
Co_300_20_NT_12.txt;4.90013;8193;6594;237;264
Co_300_20_NT_13.txt;4.89758;7582;6209;215;272
Co_300_20_NT_14.txt;4.90248;7682;5356;424;321
Co_300_20_NT_15.txt;4.90679;8547;6731;372;200
Co_300_20_NT_16.txt;4.90224;7131;5475;391;289
Co_300_20_NT_17.txt;4.89173;7195;5377;448;265
Co_300_20_NT_18.txt;4.89575;8077;6389;345;260
Co_300_20_NT_19.txt;5.05308;7557;5492;424;326
Co_300_20_NT_2.txt;4.9003;7656;5845;338;270
Co_300_20_NT_3.txt;4.90603;7168;5250;506;279
Co_300_20_NT_4.txt;4.91306;8039;6726;176;262
Co_300_20_NT_5.txt;4.90153;6319;4241;392;360
Co_300_20_NT_6.txt;4.90141;6999;5428;303;319
Co_300_20_NT_7.txt;4.90057;6381;5147;200;273
Co_300_20_NT_8.txt;4.90187;7021;5179;470;280
Co_300_20_NT_9.txt;4.89637;7183;6134;237;191
Co_300_20_T_0.txt;4.90614;7400;5482;346;268
Co_300_20_T_1.txt;4.89576;7049;5262;364;280
Co_300_20_T_10.txt;4.89441;8102;6511;288;281
Co_300_20_T_11.txt;4.89756;7673;5447;498;358
Co_300_20_T_12.txt;4.89161;8226;6106;385;328
Co_300_20_T_13.txt;4.89479;7605;5535;369;394
Co_300_20_T_14.txt;4.89464;7648;5210;437;361
Co_300_20_T_15.txt;4.89315;8592;6385;500;230
Co_300_20_T_16.txt;4.90617;7144;4767;646;355
Co_300_20_T_17.txt;4.89534;7231;5320;397;318
Co_300_20_T_18.txt;4.89673;8050;6206;369;305
Co_300_20_T_19.txt;4.89444;7508;5594;322;360
Co_300_20_T_2.txt;4.90876;7677;5767;335;298
Co_300_20_T_3.txt;4.90579;7183;4963;519;366
Co_300_20_T_4.txt;4.9001;8056;6186;269;380
Co_300_20_T_5.txt;4.9056;6360;4023;444;398
Co_300_20_T_6.txt;4.90274;6993;4929;419;408
Co_300_20_T_7.txt;4.89591;6393;4414;370;404
Co_300_20_T_8.txt;4.89683;7026;4969;467;352
Co_300_20_T_9.txt;4.90312;7184;5790;316;253
Co_30_1_NT_0.txt;4.90048;1046;182;26;96
Co_30_1_NT_1.txt;4.90093;1756;246;111;172
Co_30_1_NT_2.txt;4.89992;2342;317;76;164
Co_30_1_NT_3.txt;4.89962;2106;354;149;115
Co_30_1_NT_4.txt;4.90023;1478;163;198;109
Co_30_1_NT_5.txt;4.90144;3012;229;243;165
Co_30_1_NT_6.txt;4.90166;1624;191;78;195
Co_30_1_NT_7.txt;4.90067;1032;216;143;62
Co_30_1_NT_8.txt;4.89989;2299;282;263;118
Co_30_1_NT_9.txt;4.89977;1564;226;142;116
Co_30_1_T_0.txt;4.90092;1106;101;31;120
Co_30_1_T_1.txt;4.90039;1797;165;129;187
Co_30_1_T_2.txt;4.90111;2440;282;86;169
Co_30_1_T_3.txt;4.90071;2075;375;116;130
Co_30_1_T_4.txt;4.90075;1546;138;226;99
Co_30_1_T_5.txt;4.90148;2891;277;188;184
Co_30_1_T_6.txt;4.90017;1593;158;113;183
Co_30_1_T_7.txt;4.90106;1399;136;104;115
Co_30_1_T_8.txt;4.90095;2017;264;303;98
Co_30_1_T_9.txt;4.90057;1828;360;65;123
Co_30_20_NT_0.txt;4.89903;719;659;30;0
Co_30_20_NT_1.txt;4.90237;901;756;62;5
Co_30_20_NT_2.txt;4.89936;872;739;44;15
Co_30_20_NT_3.txt;4.90383;457;309;62;8
Co_30_20_NT_4.txt;4.89972;706;518;21;45
Co_30_20_NT_5.txt;4.90351;827;827;0;0
Co_30_20_NT_6.txt;4.90002;437;358;14;17
Co_30_20_NT_7.txt;4.89963;984;531;22;61
Co_30_20_NT_8.txt;4.90734;937;639;19;85
Co_30_20_NT_9.txt;4.90158;1133;918;1;40
Co_30_20_T_0.txt;4.9036;719;630;43;1
Co_30_20_T_1.txt;4.90379;895;769;63;0
Co_30_20_T_2.txt;4.90485;872;624;91;22
Co_30_20_T_3.txt;4.90428;457;293;64;12
Co_30_20_T_4.txt;4.89986;721;520;20;45
Co_30_20_T_5.txt;4.90368;827;767;30;0
Co_30_20_T_6.txt;4.90493;437;340;17;21
Co_30_20_T_7.txt;4.90515;991;497;45;57
Co_30_20_T_8.txt;4.90273;933;477;52;117
Co_30_20_T_9.txt;4.89943;1143;872;57;18
